ID,Category,lat,lng,xIndex,yIndex
4c16fdda96040f477cc473a5,Convenience Store,35.71454217,139.480065,113,4
4ea281c302d529c116a57755,Convenience Store,35.70627722,139.6177822,108,66
4e538e91483b944199dede7a,Convenience Store,35.75075116,139.582059,133,50
4b5a91e5f964a520cbcb28e3,Convenience Store,35.61388937,139.7248024,57,115
4c21de7c9a67a593f285db87,Convenience Store,35.57877735,139.7340694,38,119
4bd42ea4b221c9b63a1fdbd0,Convenience Store,35.64405782,139.8247576,74,160
4ea03c1c7beb6623c1449ee0,Convenience Store,35.67685564,139.6824074,92,95
4b5d2ad2f964a520535529e3,Convenience Store,35.55243051,139.6474917,23,80
4b56deb5f964a5208e1d28e3,Convenience Store,35.62137029,139.749319,61,126
4d5255a107b1a0905233123c,Convenience Store,35.67320333,139.7604684,90,131
4b5da942f964a520a26529e3,Convenience Store,35.57668092,139.6596354,36,85
4dd55c40cc3fcff060de9532,Convenience Store,35.61508865,139.5792603,58,49
4b746edbf964a5204fdc2de3,Convenience Store,35.6672683,139.7387123,87,121
4b5db97ff964a5209a6829e3,Convenience Store,35.60837696,139.6706532,54,90
4d3e2aa43ec9a35dbf135881,Convenience Store,35.71067667,139.8144364,111,155
4f72aabce4b0a4b289c3b1c6,Convenience Store,35.67787927,139.7355572,93,120
4b9909daf964a520545d35e3,Convenience Store,35.61022491,139.7358236,55,120
4c9c4ed69c48236a82094dee,Convenience Store,35.70509238,139.5614129,108,41
4b98954ff964a520b84735e3,Convenience Store,35.62188679,139.7509209,61,127
4cc8d012d338236ab6339f7c,Convenience Store,35.68435257,139.7371995,96,120
4b837896f964a5203f0731e3,Convenience Store,35.670363,139.743305,88,123
4deefea9d4c0e9e23b73eb5f,Convenience Store,35.66745134,139.8032355,87,150
4c47c32e1ddec9287f949e32,Convenience Store,35.68708232,139.7654593,98,133
4b73ecf6f964a52059c02de3,Convenience Store,35.5813231,139.748733,39,126
4b6e49c0f964a5206ab62ce3,Convenience Store,35.6691924,139.6237287,88,69
4bac613bf964a5209ff23ae3,Convenience Store,35.5665972,139.7363251,31,120
4be956986af1ef3b2bbf1b96,Convenience Store,35.73287495,139.7135559,123,110
4b8918fff964a5208d1c32e3,Convenience Store,35.553754,139.578166,24,48
4eb101f19adf1abeff96b11a,Convenience Store,35.68213207,139.7718522,95,136
4d9bdba7cbc96ea83b5cf525,Convenience Store,35.70880686,139.613846,110,64
