ID,Category,lat,lng,xIndex,yIndex
4f751002e4b06c81e0667de6,School,35.7094418,139.6949145,110,101
4b736296f964a520dbab2de3,School,35.66340774,139.7322045,85,118
4cc9375b46b43704940347e1,School,35.82790613,139.6538106,176,82
4dbce1ca43a1d8504b98d0a5,High School,35.54717067,139.7400377,20,122
4e670af462e1706d82702919,School,35.66848639,139.7629488,87,132
4c89f4b5e51e6dcbe5a164de,School,35.773992,139.635389,146,74
4f261c2ce4b00087440a1c21,School,35.69202102,139.8960269,100,192
4f0eb5e8e4b0129c743b21a0,School,35.64648813,139.7080082,75,107
4d549a9ae7f1a1cd913af1a4,School,35.75201681,139.872694,134,182
4b6fdd46f964a5204cfe2ce3,School,35.68595841,139.6940166,97,101
4cb00ac1b4b0a35d7d4846ce,High School,35.6672683,139.5372677,87,30
4ce71aafd99f721eb30ba873,Elementary School,35.583046,139.575526,40,47
4b8a0ba2f964a520405d32e3,School,35.59230796,139.5524168,45,36
4da0888257802d4373458c81,School,35.70081895,139.6835124,105,96
4cb1ea5a39458cfaea130fa0,High School,35.74029913,139.7096854,127,108
4e0e820f62e1d5a30d028b65,School,35.72533685,139.7151142,119,110
4dfd6c63a809d61e2fc3921b,School,35.72570622,139.8140944,119,155
4f813ccbe4b01e69d7ba0e2d,School,35.73614672,139.7463299,125,124
4bb83579cf2fc9b654659f02,School,35.53489132,139.7019996,13,104
4bc15a46b492d13a730ba660,Elementary School,35.63543008,139.5990336,69,58
4dddddf3e4cd19127374b1e8,High School,35.77894155,139.6039138,149,60
4b8b1de1f964a520a99332e3,High School,35.55272838,139.6960062,23,102
4bf4b14e6a31d13acd21962e,School,35.6902424,139.6990873,99,103
4b7f48c8f964a520dc2430e3,School,35.56082125,139.5689929,28,44
4e01b862c65b896d116e4a80,School,35.56253019,139.5723671,29,46
4db3755ecda1c57c8247abb2,School,35.728156,139.752751,120,127
4eafb439f5b99d242637be30,School,35.72983447,139.7091452,121,108
4cde243170bba1cdd5b55ec4,High School,35.62473448,139.7138381,63,110
4e40e96acc3f50bdb7c8e309,High School,35.6895767,139.5312683,99,27
4c5ccc15d25320a1176fc47a,High School,35.632779,139.703886,68,105
4b8c5cb1f964a520d6cc32e3,High School,35.69899799,139.7232896,104,114
4b76035ef964a52096362ee3,High School,35.62423312,139.7282839,63,116
4ebcc44ff5b9e505b7c16dc5,Middle School,35.73286775,139.770477,123,135
4d9fb128a428a1cddfb8ce04,High School,35.73597138,139.6374459,125,75
4b98b6e4f964a5209a4c35e3,High School,35.6968018,139.7481762,103,125
4e6ac7e8e4cdb37551bcec7b,School,35.65107023,139.9063283,78,197
4b5933e4f964a520338128e3,High School,35.73252658,139.7648585,123,133
4e5e2e8752b1425a376d2fff,Elementary School,35.74099153,139.7152396,128,110
4e7c08487d8be4806613c26f,High School,35.62071505,139.6715004,61,91
4c7ac1f881bca0932f7e0115,High School,35.672725,139.715602,90,111
4d0452ee0e49721e1e94707f,Elementary School,35.63244787,139.6984577,67,103
4ce8192b75c62c0fb124e657,High School,35.54728755,139.7392294,20,121
4c39979118e72d7f0e7b1af5,Elementary School,35.72484474,139.7448921,119,124
4ecc4ed1b8f7cc0320f5fe6f,Elementary School,35.70632147,139.7801427,108,140
4db6708a0cb6729b6ab8b41b,High School,35.632736,139.703897,67,105
4f87dc07e4b055d22e79a17a,School,35.724809,139.742987,119,123
4c6f3a32d97fa1432194f2ca,Elementary School,35.70713664,139.6753879,109,92
4b919dd5f964a52032ca33e3,School,35.6854681,139.629711,97,72
4da0900554dd8cfa95bf5d72,High School,35.6440991,139.7025877,74,105
4f54534bc2eea398c94be009,High School,35.63305827,139.6022415,68,59
4c0b33de6071a593c302e132,School,35.69889865,139.6831886,104,96
4ba09d5ef964a520697437e3,School,35.62975947,139.7415296,66,122
4ca61009f47ea1435acb5c21,High School,35.68900108,139.6683097,99,89
4b8f76e9f964a520435533e3,School,35.69860627,139.7640673,104,132
4d462ff4e198721ef13fcd8b,High School,35.65912688,139.7095996,82,108
4f73e5f87b0c456bf0294bd2,School,35.70007837,139.7618437,105,131
4d4fcb19bd6ff04d301de10c,School,35.7057483,139.5787947,108,48
4d96eba761a3a1cd2db9a742,School,35.52023329,139.702701,5,105
4d160d9e1356a09364f8d382,High School,35.71029772,139.6287096,111,71
4f8a21c7e4b0ec562cff9187,Elementary School,35.75695252,139.6314243,136,72
4e96d3658231e0b8aea22f02,School,35.72383437,139.5804191,118,49
4bf71f7b5317a5936288fd7e,School,35.72914861,139.7590168,121,130
4f1a6f56e4b0889e043e3da8,Middle School,35.75580505,139.6312748,136,72
4b8f40bdf964a520494f33e3,School,35.614975,139.621897,58,68
4e892c919a52f2ce279ecbcf,School,35.71136481,139.7115939,111,109
4c81a9ca47cc224be3df7e9f,High School,35.69965118,139.6534767,105,82
4da14fd3b1c937048f28cca1,Elementary School,35.57048145,139.7130003,33,109
4bf05c738bf5c928be0d97fe,High School,35.59579767,139.6738243,47,92
4ed7e8b4d5fbe60c7f62e69a,High School,35.659144,139.735102,82,119
4c56514ab7a31b8d87df4dda,High School,35.71994166,139.7264176,116,115
4bd248b2a8b3a5938ca5675f,School,35.69944234,139.7618115,104,131
4f6957cbe4b0e4dee81f443e,School,35.69610064,139.7098883,103,108
4c3e58dd1ef0d13af5399280,High School,35.62179075,139.7044377,61,105
4da13392540ea1cd266a63de,Elementary School,35.57830937,139.7206712,37,113
4bfe1e5df61dc9b6cf09a0de,High School,35.67439791,139.7227049,91,114
4d0d99b9be6d6ea8683406b5,Middle School,35.72898623,139.7271627,121,116
4c95532782b56dcb1af9d7aa,Elementary School,35.74858465,139.7106993,132,108
4b5a656bf964a52067c228e3,School,35.70768044,139.7163967,109,111
4c0b7c306071a5933c52e132,Elementary School,35.622709,139.69508,62,101
4d96dffd61a3a1cd07d1a642,School,35.658992,139.668048,82,89
4f925122e4b0532d5cf130cf,Elementary School,35.82807159,139.8061829,176,152
4e8ba0907ee6beb5b5cc24cd,High School,35.632757,139.70399,67,105
4e62f748b993678bb6b9e9d2,Middle School,35.72801816,139.6452914,120,79
4b8c8253f964a52060d432e3,Elementary School,35.68258745,139.7269632,95,116
4c395b3d93db0f47066c2392,School,35.70350239,139.8474061,107,170
4d450ed91b62b1f711dff9e2,School,35.74637294,139.5859873,131,52
4dcf4694fa7664b7c6be7d54,School,35.56438481,139.6455002,30,79
4bb813a8cf2fc9b69f419f02,High School,35.680197,139.547871,94,34
4f8edfd34fc6d76ddad4a1ea,High School,35.6390487,139.6000206,71,58
4c65e5b1c2ead13a9176b280,School,35.72781884,139.7119878,120,109
4cd0c8851ac7a1cdc1ca1b92,Elementary School,35.62142584,139.708846,61,107
4f518bafe4b036244937194c,Middle School,35.75269872,139.5854878,134,51
4b9dc6d2f964a52069bd36e3,High School,35.65208525,139.7433858,78,123
4daa8b1e8154abafc2affb5e,High School,35.65300408,139.7270113,79,116
4eb4a561e5fa17fc867238fd,School,35.76039829,139.6291731,138,71
4d9fcfdd9883d7ce134600dc,School,35.85387441,139.7780228,190,139
4b675834f964a5205c492be3,School,35.69197079,139.7030899,100,105
4b83f227f964a520c51731e3,School,35.69908521,139.7410149,104,122
4ebb6b646da16868248e386b,Middle School,35.598537,139.669793,49,90
4de98cb788774880e3053aa4,Middle School,35.71730816,139.7125215,114,109
4c2ffb0c66e40f47c9f4c28b,High School,35.64564703,139.8917998,75,190
4b7ccf16f964a52036a62fe3,High School,35.73262239,139.5928109,123,55
4c97574738dd8cfa86a3e262,School,35.69355926,139.6968067,101,102
4becd9716b88c9b6d6988762,School,35.66327804,139.805742,84,151
4b7f26b5f964a520821a30e3,High School,35.59569298,139.6138072,47,64
4c957a6b72dd224b6670a491,Elementary School,35.66244865,139.8532444,84,173
4ec75f452c5b532d0689d7ae,School,35.69087482,139.6874308,100,98
4ba59e8cf964a520281739e3,Elementary School,35.67407273,139.6391394,90,76
4b8cb033f964a52089da32e3,High School,35.74133627,139.7257791,128,115
4b84beaaf964a520f74231e3,Middle School,35.660698,139.732641,83,118
4f1d82c9e5e85dca135b7289,School,35.81031356,139.7221255,166,113
4c39753fedba95218c59d625,Elementary School,35.62752959,139.6902394,65,99
4fa462d8e4b0bbcd4927c0d7,Elementary School,35.759276,139.756843,138,129
