ID,Category,lat,lng,xIndex,yIndex
4be4d3b2d4f7c9b6c7c82420,Stadium,35.64855224,139.823572,76,159
4b206ec2f964a520363224e3,Stadium,35.69690907,139.7935098,103,146
4b5ab0ddf964a520f5d028e3,Stadium,35.69320376,139.7498274,101,126
4b6674d0f964a520d5212be3,Stadium,35.67458148,139.7171292,91,111
4b7544c3f964a520a8032ee3,Stadium,35.70558461,139.7519088,108,127
4b56b445f964a5200a1928e3,Stadium,35.66413038,139.5270109,85,25
4ee0a4a449010b2991c144c4,Stadium,35.52849993,139.6973222,10,102
4bb6aabb46d4a59312a6c6c0,Stadium,35.62558977,139.6636554,64,87
4e212a05d22d0a3f59f5b5c7,Stadium,35.70630771,139.7524238,108,127
4ca7c348b0b8236ab6ddace6,Stadium,35.766938,139.63328,142,73
4b9b0250f964a52060eb35e3,Stadium,35.74890097,139.6212999,132,68
4b3d7bcaf964a520c69425e3,Stadium,35.67804091,139.7149265,93,110
4b556d98f964a5200de427e3,Stadium,35.58580306,139.6527153,41,82
4c6bbc8a599fbe9a5a42933f,Stadium,35.58668048,139.6526724,42,82
4b89f619f964a520e65832e3,Stadium,35.66644897,139.6985757,86,103
4e5c0fd4d164b8952767b0bd,College Stadium,35.66213424,139.6843171,84,96
4e5f8ec41495f9ece2cf900e,College Stadium,35.55126629,139.6518087,22,82
4ecc55da8b81fbfbaa34dcbd,Stadium,35.70578406,139.7515597,108,127
4c8b3cd2e51e6dcbf5b870de,Stadium,35.58891371,139.7532066,43,128
4e6183421f6ef7d07a4ff671,College Stadium,35.66047083,139.6151057,83,65
4dbcb023a86e0e98a1eaf2c5,College Stadium,35.72642994,139.5643902,119,42
4b87e677f964a520e0d131e3,Stadium,35.76914887,139.7078562,143,107
4da540258154a54251b51b21,College Stadium,35.657505,139.542305,81,32
4b9c4a47f964a5206b5c36e3,Stadium,35.66772591,139.700228,87,104
4edc2ec4e5fa78b170516281,Stadium,35.69926842,139.7654601,104,133
4b905003f964a520698333e3,Stadium,35.52707477,139.7097015,9,108
4db37575cda1c57c8247ada6,Stadium,35.68462547,139.8018159,96,150
4b5ecc50f964a5200a9929e3,Stadium,35.64540922,139.828227,75,162
4bdbafb8c79cc9281d2384e9,Stadium,35.58789326,139.7537756,43,128
4e2ba7d462e144b5d3af88fd,Stadium,35.67931112,139.714559,93,110
4f9de412e4b0ec21f67e8335,Stadium,35.68535293,139.7965716,97,147
4c4a692d42b4d13a9bc52a7d,Stadium,35.63068639,139.8912978,66,190
4b988a82f964a520724635e3,Stadium,35.73237853,139.7092187,123,108
4f77fd02e4b055c7612e80c6,Stadium,35.66451231,139.5239105,85,24
4b92218af964a520a9e833e3,Stadium,35.7457634,139.6540189,130,83
4b74f92ef964a520d1f92de3,Stadium,35.67694415,139.4750877,92,1
4edb081f6c2547bc637dac61,Stadium,35.70533196,139.753046,108,127
4fb37fbce4b00cf2a9a55c4e,Stadium,35.58658755,139.6528191,42,82
4fc2e8c2e4b05e4d309d2b6b,Stadium,35.669408,139.698259,88,103
4bd544f429eb9c746f1a93e1,Stadium,35.66229986,139.8575342,84,175
4e198daed4c062b044f2aa00,Stadium,35.61522515,139.5799143,58,49
4f2c9cc0e4b0bd78b6019402,Stadium,35.69528095,139.8138496,102,155
4c38054fdfb0e21e8ffdada8,Stadium,35.71770222,139.759891,115,131
4b8dcf60f964a520a10e33e3,Stadium,35.70635998,139.5633173,108,41
4f1fdb66e4b03be7a4fb4781,Stadium,35.62917062,139.8933005,66,191
4b599fe4f964a520808f28e3,Stadium,35.67260373,139.7181733,90,112
4df7442718a8a7a743023556,College Stadium,35.67169605,139.6468949,89,79
4ed1b4772c5bc350589b49f1,Stadium,35.58447802,139.6667411,41,88
4ddc5d1b52b177ff2e6c3d85,College Stadium,35.55331079,139.6473189,23,80
4d64938280185481304d4c68,College Stadium,35.6711426,139.6468788,89,79
4be0ffc70365c9b6fbbab238,Stadium,35.6551561,139.8525614,80,173
4f1d3e1be4b0c7ea69cac8d5,Stadium,35.6766644,139.7340006,92,119
4f3f3273e4b0d1e98e3b1a27,Stadium,35.66745652,139.6980003,87,103
4d69eebf2acd6ea82bbe40c0,College Stadium,35.71003853,139.5750429,110,47
5012407ee4b0c8f1ece59f4e,Stadium,35.67083033,139.7028968,89,105
4fe52a6ce4b0daa8b57fbcbc,Stadium,35.69885531,139.7732327,104,137
4f645535e4b014afeafe29cb,Stadium,35.665335,139.5273508,86,25
4b776288f964a520d7962ee3,Stadium,35.7291822,139.648633,121,80
4b8e24b4f964a5207e1933e3,Stadium,35.71672661,139.5684242,114,44
5055243ee4b0588852198e9a,Stadium,35.541472,139.652168,17,82
4e23fdfbb61cdcf1ecd7957d,College Stadium,35.67758656,139.5915545,92,54
4ce401792407a1cdd33051d0,Stadium,35.74098661,139.6115209,128,63
4d5f48e4ef378cfa12e46da6,Stadium,35.77739244,139.6059101,148,61
4da468fc9935a093b6a0dc6f,Stadium,35.58591383,139.6422378,42,77
4e86635d5503ef17e317db8b,Stadium,35.79584308,139.6578813,158,84
4cdf82ad78ddf04dbd9aa198,College Stadium,35.68459309,139.6380195,96,75
508f86d9e4b0870a7af5db35,College Stadium,35.71050344,139.5238459,111,24
4f89072ae4b0e6f3482acd85,Stadium,35.66444418,139.5281053,85,25
50aeb62ee4b00a661bc9dcb3,Stadium,35.794607,139.657183,157,84
50815801e4b0a7491beefc4a,Stadium,35.677569,139.716314,92,111
4e534833fa766dacede3989d,College Stadium,35.71088286,139.7628295,111,132
4c414a53af052d7f073f7d79,Stadium,35.77095081,139.6681005,144,89
