ID,Category,lat,lng,xIndex,yIndex
4b6fe136f964a520b4fe2ce3,Coffee Shop,35.68968344,139.7007859,99,104
4b5829f4f964a520a44c28e3,Coffee Shop,35.69101665,139.7039187,100,105
4b565e9ff964a5208a0d28e3,Coffee Shop,35.69746365,139.814238,103,155
4b8d4091f964a52004f032e3,Internet Cafe,35.67226582,139.4797272,89,4
4b763192f964a520a7422ee3,Coffee Shop,35.68997971,139.6973741,99,102
4b5a46fbf964a5208eb928e3,Coffee Shop,35.70248978,139.580006,106,49
4bf5fbf694b2a59343cfacee,Coffee Shop,35.67946799,139.7414508,93,122
4b824c3bf964a52054cf30e3,Coffee Shop,35.67309928,139.7407615,90,122
4b7e1ecef964a52071e32fe3,Coffee Shop,35.58094572,139.6415091,39,77
4b64d12ff964a52065d22ae3,Coffee Shop,35.6906681,139.7008288,100,104
4d76c3eb41526ea80615598a,Coffee Shop,35.656782,139.795761,81,147
4b5bcc94f964a520db1629e3,Coffee Shop,35.51499374,139.6655095,2,88
4b664b96f964a520c61c2be3,Coffee Shop,35.64041261,139.7475075,72,125
4b62271cf964a520cf382ae3,Coffee Shop,35.70194069,139.7436315,106,123
4b4fbac7f964a520ea1227e3,Coffee Shop,35.64616845,139.7078965,75,107
4c69c6f62c29d13a002e0c41,Coffee Shop,35.65077539,139.7488832,77,126
4c004bb4369476b0de358f1f,Coffee Shop,35.66393425,139.6980286,85,103
4b729571f964a520647f2de3,Coffee Shop,35.64471332,139.6987383,74,103
4b86316af964a520488231e3,Coffee Shop,35.68474424,139.7634135,96,132
4d93c45f45ae5481af21f6eb,Coffee Shop,35.63083689,139.7429816,66,123
4b7fb37af964a520a63930e3,Coffee Shop,35.69591141,139.7750294,103,137
4b5d0511f964a5203c4f29e3,Coffee Shop,35.70010451,139.7623587,105,132
4b6a77acf964a52002d62be3,Coffee Shop,35.64438477,139.7343189,74,119
4bbe6720b083a59388faa1e9,Coffee Shop,35.6530536,139.7450175,79,124
4e8d30bf29c2f388123cc6ad,Food,35.76701397,139.7310222,142,117
4e256f9018388c58be2b8ca6,Food,35.70888425,139.8046021,110,151
4b5c0ebef964a520b22229e3,Coffee Shop,35.68315215,139.7689945,95,135
4b384139f964a520334d25e3,Coffee Shop,35.65560465,139.7359513,80,120
4b597a58f964a520908928e3,Coffee Shop,35.65996263,139.6959626,83,102
4bb69f63941ad13a5bc41fe3,Coffee Shop,35.70848524,139.7762532,110,138
4b7a6c85f964a5207c2c2fe3,Coffee Shop,35.69414262,139.6876699,102,98
4c05b4275753c92836ed39f1,Coffee Shop,35.694026,139.6927488,101,100
4d92b5ddb327370426748825,Coffee Shop,35.69182266,139.6969718,100,102
4dc8ad1b45dd9aa940ade79f,Food,35.69121446,139.782674,100,141
4b69f87ff964a520febe2be3,Coffee Shop,35.6604388,139.7292253,83,117
4b5f89baf964a52046c029e3,Coffee Shop,35.64406436,139.6990585,74,103
4e15293462e1c2c0192a5aa4,Food,35.70146804,139.7764429,106,138
4bebe39a18389521e1ff0acf,Coffee Shop,35.6988673,139.77651,104,138
4b6258e6f964a52072432ae3,Coffee Shop,35.68289072,139.6872836,95,98
4ce5d291f1912d4373d5bf09,Coffee Shop,35.69849265,139.7721916,104,136
4b7796aef964a520eea22ee3,Coffee Shop,35.64449158,139.6697232,74,90
4b9f4f7bf964a520fc1b37e3,Coffee Shop,35.66456164,139.7664983,85,134
4b6ebe55f964a520b8c82ce3,Coffee Shop,35.66151535,139.7294641,83,117
4b591237f964a520227b28e3,Coffee Shop,35.73078316,139.7154323,122,110
4ba83d73f964a520e3d239e3,Coffee Shop,35.67143894,139.7684231,89,134
4d5b18e1222da35da774bf4c,Coffee Shop,35.77881807,139.612904,149,64
4b72504af964a52081772de3,Coffee Shop,35.69953818,139.7695363,105,135
4b8f5492f964a5209c5133e3,Coffee Shop,35.683384,139.7015439,96,104
4b722675f964a52050712de3,Coffee Shop,35.68553555,139.774847,97,137
4b5cfc92f964a520d84d29e3,Coffee Shop,35.70022867,139.7334552,105,119
4b8623e3f964a520fd8031e3,Coffee Shop,35.61307821,139.6268106,57,70
